"วันที่"|"สัญชาติ"|"จำนวน"|"ค่าปรับ"
"2024-03-01"|"CHN"|"2"|"2000"
"2024-03-01"|"KOR"|"2"|"4000"
"2024-03-02"|"CHN"|"2"|"2000"
"2024-03-02"|"MMR"|"1"|"2000"
"2024-03-02"|"CHN"|"2"|"29000"
"2024-03-02"|"JPN"|"1"|"1500"
"2024-03-02"|"CHN"|"1"|"13000"
"2024-03-02"|"SWE"|"1"|"2000"
"2024-03-02"|"USA"|"1"|"1000"
"2024-03-02"|"JPN"|"1"|"1500"
"2024-03-03"|"USA"|"2"|"7500"
"2024-03-03"|"ITA"|"1"|"2000"
"2024-03-03"|"USA"|"1"|"7000"
"2024-03-04"|"USA"|"1"|"11000"
"2024-03-04"|"UKR"|"1"|"1000"
"2024-03-04"|"RUS"|"1"|"1500"
"2024-03-04"|"CHN"|"2"|"40000"
"2024-03-04"|"USA"|"2"|"29500"
"2024-03-04"|"ROU"|"1"|"10000"
"2024-03-04"|"GBR"|"1"|"1000"
"2024-03-04"|"CHN"|"3"|"5000"
"2024-03-04"|"FRA"|"1"|"1000"
"2024-03-05"|"FRA"|"1"|"3000"
"2024-03-05"|"GBR"|"2"|"5000"
"2024-03-06"|"ESP"|"2"|"13000"
"2024-03-06"|"USA"|"1"|"1500"
"2024-03-06"|"MMR"|"1"|"3000"
"2024-03-06"|"CHN"|"1"|"11500"
"2024-03-06"|"HKG"|"1"|"2000"
"2024-03-06"|"JPN"|"1"|"20000"
"2024-03-06"|"USA"|"1"|"2000"
"2024-03-07"|"GBR"|"1"|"3000"
"2024-03-07"|"USA"|"2"|"16000"
"2024-03-07"|"SGP"|"1"|"1000"
"2024-03-07"|"GBR"|"1"|"3500"
"2024-03-07"|"NLD"|"1"|"1500"
"2024-03-07"|"USA"|"2"|"15000"
"2024-03-08"|"IRL"|"2"|"2000"
"2024-03-08"|"ISR"|"1"|"9000"
"2024-03-08"|"CAN"|"1"|"2500"
"2024-03-08"|"DEU"|"1"|"4000"
"2024-03-08"|"KOR"|"1"|"2000"
"2024-03-09"|"CHN"|"1"|"20000"
"2024-03-09"|"USA"|"1"|"2000"
"2024-03-09"|"GBR"|"1"|"4000"
"2024-03-09"|"AUT"|"1"|"1500"
"2024-03-10"|"USA"|"1"|"4000"
"2024-03-10"|"NZL"|"1"|"1000"
"2024-03-27"|"GBR"|"1"|"2500"
"2024-03-27"|"USA"|"1"|"8000"
"2024-03-26"|"MMR"|"1"|"12000"
"2024-03-26"|"GBR"|"1"|"2000"
"2024-03-26"|"USA"|"1"|"1500"
"2024-03-25"|"CAN"|"1"|"1000"
"2024-03-25"|"KOR"|"4"|"4000"
"2024-03-23"|"LAO"|"1"|"1000"
"2024-03-22"|"GBR"|"4"|"9500"
"2024-03-22"|"NLD"|"1"|"20000"
"2024-03-22"|"FRA"|"1"|"20000"
"2024-03-22"|"BRA"|"2"|"13000"
"2024-03-22"|"ESP"|"1"|"20000"
"2024-03-21"|"AUS"|"1"|"7000"
"2024-03-21"|"AUT"|"1"|"5500"
"2024-03-21"|"USA"|"1"|"3500"
"2024-03-21"|"CHN"|"1"|"14500"
"2024-03-20"|"SGP"|"1"|"1500"
"2024-03-20"|"AUS"|"1"|"3000"
"2024-03-20"|"MEX"|"1"|"3500"
"2024-03-20"|"USA"|"1"|"2000"
"2024-03-20"|"CHN"|"1"|"8000"
"2024-03-20"|"BHS"|"1"|"10500"
"2024-03-19"|"USA"|"3"|"3000"
"2024-03-19"|"KHM"|"1"|"1000"
"2024-03-19"|"IND"|"1"|"4000"
"2024-03-19"|"CHN"|"1"|"20000"
"2024-03-19"|"FRA"|"1"|"14500"
"2024-03-19"|"DEU"|"1"|"1000"
"2024-03-17"|"CHN"|"1"|"10000"
"2024-03-17"|"MMR"|"1"|"6000"
"2024-03-17"|"SWE"|"1"|"1500"
"2024-03-16"|"CAN"|"2"|"21000"
"2024-03-16"|"ISR"|"1"|"1000"
"2024-03-16"|"USA"|"1"|"1500"
"2024-03-16"|"VNM"|"1"|"19000"
"2024-03-16"|"CHN"|"9"|"180000"
"2024-03-16"|"MYS"|"1"|"1500"
"2024-03-15"|"TWN"|"1"|"20000"
"2024-03-15"|"ROU"|"1"|"4000"
"2024-03-15"|"CAN"|"1"|"2000"
"2024-03-14"|"IRL"|"2"|"2000"
"2024-03-14"|"ISR"|"1"|"2000"
"2024-03-14"|"GBR"|"1"|"1000"
"2024-03-14"|"DEU"|"1"|"1000"
"2024-03-14"|"KOR"|"2"|"6000"
"2024-03-14"|"MMR"|"1"|"1000"
"2024-03-14"|"USA"|"2"|"19000"
"2024-03-14"|"BRA"|"2"|"5000"
"2024-03-14"|"NLD"|"1"|"15000"
"2024-03-14"|"GRC"|"2"|"5000"
"2024-03-13"|"USA"|"4"|"24000"
"2024-03-13"|"GBR"|"6"|"14500"
"2024-03-13"|"AUS"|"1"|"1500"
"2024-03-13"|"FJI"|"1"|"2500"
"2024-03-13"|"DEU"|"3"|"16500"
"2024-03-13"|"VNM"|"1"|"20000"
"2024-03-13"|"ESP"|"1"|"9500"
"2024-03-13"|"CHN"|"1"|"20000"
"2024-03-18"|"CHN"|"2"|"40000"
"2024-03-18"|"DEU"|"1"|"5000"
"2024-03-18"|"USA"|"1"|"1000"
"2024-03-24"|"AUS"|"1"|"1000"
"2024-03-11"|"ESP"|"2"|"4000"
"2024-03-11"|"GBR"|"1"|"1500"
"2024-03-11"|"SGP"|"1"|"7500"
"2024-03-12"|"USA"|"6"|"25500"
"2024-03-12"|"FRA"|"1"|"2000"
"2024-03-30"|"NOR"|"1"|"1000"
"2024-03-28"|"JPN"|"1"|"3000"
"2024-03-28"|"GBR"|"1"|"1000"
"2024-03-29"|"BTN"|"1"|"4500"
"2024-03-29"|"DEU"|"2"|"9000"
"2024-03-29"|"AUS"|"2"|"2000"
"2024-03-29"|"MMR"|"1"|"15500"
"2024-03-31"|"SGP"|"1"|"1000"
"2024-03-31"|"MMR"|"3"|"9000"
"2024-03-31"|"CHN"|"1"|"20000"
"2024-03-31"|"DEU"|"1"|"18500"
"2024-03-31"|"GBR"|"1"|"1000"
"2024-03-31"|"USA"|"1"|"1500"
"2024-04-01"|"GBR"|"1"|"1000"
"2024-04-01"|"CHN"|"1"|"20000"
"2024-04-09"|"USA"|"1"|"2500"
"2024-04-09"|"CHN"|"1"|"6500"
"2024-04-09"|"DEU"|"1"|"1000"
"2024-04-09"|"ISR"|"1"|"3000"
"2024-04-10"|"MMR"|"2"|"6500"
"2024-04-10"|"ISR"|"2"|"6000"
"2024-04-10"|"LBN"|"1"|"6500"
"2024-04-10"|"CHN"|"2"|"17500"
"2024-04-10"|"CZE"|"1"|"2000"
"2024-04-12"|"NLD"|"1"|"2500"
"2024-04-12"|"GBR"|"1"|"1500"
"2024-04-12"|"CHN"|"1"|"1000"
"2024-04-13"|"MMR"|"1"|"20000"
"2024-04-13"|"USA"|"2"|"2500"
"2024-04-14"|"GBR"|"3"|"11000"
"2024-04-14"|"ISR"|"2"|"2000"
"2024-04-14"|"TUR"|"1"|"4000"
"2024-04-15"|"TWN"|"2"|"7000"
"2024-04-15"|"CAN"|"2"|"3500"
"2024-04-15"|"GBR"|"1"|"5000"
"2024-04-15"|"FRA"|"1"|"15000"
"2024-04-15"|"SWE"|"1"|"1000"
"2024-04-15"|"USA"|"1"|"4500"
"2024-04-16"|"IRL"|"1"|"11500"
"2024-04-16"|"DNK"|"1"|"3000"
"2024-04-16"|"ISR"|"1"|"1500"
"2024-04-16"|"TWN"|"1"|"1500"
"2024-04-16"|"DEU"|"1"|"1500"
"2024-04-16"|"USA"|"1"|"1000"
"2024-04-17"|"TWN"|"3"|"22000"
"2024-04-17"|"UKR"|"1"|"1000"
"2024-04-17"|"CHN"|"2"|"1000"
"2024-04-17"|"DEU"|"2"|"8000"
"2024-04-17"|"AUS"|"1"|"4000"
"2024-04-17"|"USA"|"1"|"5000"
"2024-04-17"|"MYS"|"1"|"6000"
"2024-04-17"|"NLD"|"1"|"1000"
"2024-04-11"|"FRA"|"2"|"3000"
"2024-04-11"|"GBR"|"1"|"1000"
"2024-04-11"|"DEU"|"3"|"16500"
"2024-04-11"|"CAN"|"1"|"3500"
"2024-04-11"|"USA"|"3"|"5500"
"2024-04-22"|"USA"|"2"|"23000"
"2024-04-22"|"TWN"|"1"|"1500"
"2024-04-21"|"CHE"|"1"|"5000"
"2024-04-21"|"CAN"|"1"|"2500"
"2024-04-21"|"IND"|"1"|"20000"
"2024-04-21"|"DEU"|"1"|"17500"
"2024-04-21"|"MMR"|"2"|"5000"
"2024-04-20"|"USA"|"2"|"6500"
"2024-04-20"|"BEL"|"2"|"2000"
"2024-04-20"|"DEU"|"2"|"2000"
"2024-04-20"|"AUS"|"1"|"1000"
"2024-04-20"|"CHN"|"1"|"20000"
"2024-04-19"|"NZL"|"1"|"9000"
"2024-04-19"|"USA"|"3"|"21000"
"2024-04-19"|"CHN"|"2"|"5000"
"2024-04-18"|"MMR"|"1"|"3000"
"2024-04-18"|"TWN"|"1"|"1000"
"2024-04-24"|"SGP"|"1"|"1000"
"2024-04-24"|"ROU"|"1"|"3500"
"2024-04-24"|"GBR"|"1"|"1000"
"2024-04-24"|"CHN"|"2"|"5500"
"2024-04-24"|"MMR"|"2"|"4000"
"2024-04-23"|"USA"|"1"|"2500"
"2024-04-23"|"TWN"|"1"|"1000"
"2024-04-23"|"DEU"|"2"|"3500"
"2024-04-02"|"CHN"|"1"|"20000"
"2024-04-03"|"CAN"|"1"|"3000"
"2024-04-03"|"MMR"|"4"|"8500"
"2024-04-03"|"GBR"|"1"|"20000"
"2024-04-03"|"CHN"|"2"|"10500"
"2024-04-04"|"CHN"|"1"|"1000"
"2024-04-04"|"DEU"|"1"|"3000"
"2024-04-04"|"USA"|"2"|"2500"
"2024-04-05"|"MEX"|"1"|"3500"
"2024-04-05"|"AUS"|"2"|"23000"
"2024-04-06"|"CHN"|"3"|"12000"
"2024-04-06"|"GBR"|"1"|"1500"
"2024-04-06"|"DEU"|"1"|"1000"
"2024-04-06"|"NLD"|"1"|"2000"
"2024-04-06"|"NZL"|"1"|"2000"
"2024-04-06"|"POL"|"2"|"14000"
"2024-04-06"|"USA"|"1"|"1000"
"2024-04-06"|"FRA"|"1"|"3500"
"2024-04-08"|"USA"|"1"|"1000"
"2024-04-08"|"MMR"|"1"|"2000"
"2024-04-08"|"FRA"|"1"|"1000"
"2024-04-08"|"CHN"|"1"|"20000"
"2024-04-08"|"ITA"|"1"|"1000"
"2024-04-08"|"GBR"|"1"|"1000"
"2024-04-28"|"NZL"|"1"|"2500"
"2024-04-28"|"FRA"|"1"|"1000"
"2024-04-26"|"KOR"|"1"|"1000"
"2024-04-27"|"TWN"|"1"|"1000"
"2024-04-27"|"CAN"|"1"|"11500"
"2024-04-25"|"ISR"|"3"|"5500"
"2024-04-25"|"MEX"|"2"|"2000"
"2024-04-25"|"CHN"|"2"|"21500"
"2024-04-25"|"TWN"|"1"|"3000"
"2024-04-25"|"MMR"|"1"|"15500"
"2024-04-25"|"HKG"|"1"|"1000"
"2024-04-25"|"AUS"|"1"|"1000"
"2024-04-25"|"GBR"|"1"|"1000"
"2024-04-30"|"GBR"|"1"|"1000"
"2024-04-30"|"CAN"|"2"|"3000"
"2024-04-30"|"UZB"|"1"|"3500"
"2024-04-30"|"CHN"|"1"|"2500"
"2024-04-29"|"TWN"|"1"|"1000"
"2024-04-29"|"FRA"|"1"|"1000"
"2024-04-29"|"MMR"|"1"|"4500"
"2024-05-13"|"USA"|"1"|"2000"
"2024-05-13"|"AUT"|"1"|"1000"
"2024-05-13"|"SGP"|"1"|"1000"
"2024-05-13"|"DEU"|"1"|"2000"
"2024-05-14"|"FRA"|"1"|"1000"
"2024-05-14"|"GBR"|"1"|"1500"
"2024-05-14"|"USA"|"1"|"6500"
"2024-05-15"|"USA"|"2"|"21000"
"2024-05-15"|"CHN"|"1"|"5500"
"2024-05-16"|"CHN"|"3"|"26500"
"2024-05-16"|"DEU"|"2"|"2000"
"2024-05-16"|"AUS"|"1"|"1000"
"2024-05-21"|"CHN"|"1"|"11000"
"2024-05-21"|"FRA"|"1"|"1000"
"2024-05-21"|"GBR"|"1"|"1500"
"2024-05-21"|"USA"|"1"|"3000"
"2024-05-21"|"AUS"|"1"|"2500"
"2024-05-22"|"TWN"|"2"|"3000"
"2024-05-22"|"DEU"|"2"|"2000"
"2024-05-23"|"USA"|"3"|"28000"
"2024-05-23"|"FRA"|"1"|"4000"
"2024-05-19"|"ISR"|"1"|"2500"
"2024-05-19"|"CHN"|"1"|"1000"
"2024-05-20"|"GBR"|"1"|"1000"
"2024-05-20"|"MMR"|"1"|"2500"
"2024-05-20"|"CHN"|"2"|"21500"
"2024-05-17"|"USA"|"1"|"2500"
"2024-05-17"|"GBR"|"2"|"2000"
"2024-05-01"|"IND"|"2"|"2000"
"2024-05-01"|"USA"|"1"|"2000"
"2024-05-01"|"CHN"|"1"|"1000"
"2024-05-01"|"NLD"|"1"|"3500"
"2024-05-02"|"USA"|"2"|"2000"
"2024-05-02"|"HUN"|"1"|"3500"
"2024-05-02"|"KOR"|"1"|"9000"
"2024-05-02"|"GBR"|"3"|"22000"
"2024-05-03"|"USA"|"1"|"1500"
"2024-05-03"|"TWN"|"2"|"40000"
"2024-05-03"|"MMR"|"1"|"2000"
"2024-05-03"|"ISR"|"2"|"3000"
"2024-05-03"|"KOR"|"1"|"3500"
"2024-05-04"|"VNM"|"4"|"7500"
"2024-05-04"|"USA"|"1"|"6000"
"2024-05-04"|"TWN"|"1"|"8500"
"2024-05-04"|"AUS"|"1"|"2500"
"2024-05-04"|"JPN"|"1"|"5500"
"2024-05-04"|"PHL"|"1"|"1500"
"2024-05-06"|"USA"|"1"|"1000"
"2024-05-06"|"NZL"|"1"|"1000"
"2024-05-06"|"GBR"|"1"|"1000"
"2024-05-07"|"GBR"|"1"|"4000"
"2024-05-07"|"USA"|"1"|"7000"
"2024-05-07"|"AUS"|"1"|"1500"
"2024-05-07"|"MMR"|"1"|"3500"
"2024-05-07"|"DEU"|"1"|"1000"
"2024-05-08"|"CHN"|"2"|"17500"
"2024-05-08"|"NZL"|"1"|"2000"
"2024-05-08"|"USA"|"1"|"1500"
"2024-05-08"|"ISR"|"1"|"1000"
"2024-05-09"|"USA"|"2"|"3000"
"2024-05-09"|"AUS"|"1"|"1000"
"2024-05-09"|"CHN"|"2"|"21000"
"2024-05-10"|"GBR"|"2"|"4000"
"2024-05-10"|"NZL"|"1"|"2500"
"2024-05-10"|"FRA"|"1"|"1500"
"2024-05-12"|"CAN"|"4"|"4000"
"2024-05-12"|"ISR"|"1"|"17000"
"2024-05-13"|"USA"|"1"|"2000"
"2024-05-13"|"AUT"|"1"|"1000"
"2024-05-13"|"SGP"|"1"|"1000"
"2024-05-13"|"DEU"|"1"|"2000"
"2024-05-26"|"GBR"|"1"|"12500"
"2024-05-26"|"MEX"|"2"|"11000"
"2024-05-25"|"CAN"|"1"|"1000"
"2024-05-25"|"TWN"|"1"|"20000"
"2024-05-25"|"CHN"|"1"|"1000"
"2024-05-25"|"GBR"|"1"|"4500"
"2024-05-25"|"USA"|"2"|"12000"
"2024-05-11"|"USA"|"3"|"4500"
"2024-05-11"|"TWN"|"1"|"10500"
"2024-05-11"|"CHN"|"1"|"4500"
"2024-05-11"|"GBR"|"1"|"1000"
"2024-05-11"|"JPN"|"1"|"20000"
"2024-05-05"|"GBR"|"3"|"9500"
"2024-05-05"|"ISR"|"1"|"1000"
"2024-05-05"|"CHN"|"2"|"21000"
"2024-05-05"|"SWE"|"1"|"1000"
"2024-05-24"|"USA"|"2"|"2000"
"2024-05-24"|"BEL"|"1"|"3000"
"2024-05-24"|"MMR"|"1"|"3000"
"2024-05-27"|"USA"|"1"|"1000"
"2024-05-27"|"GBR"|"1"|"1000"
"2024-05-27"|"ESP"|"1"|"4500"
"2024-05-28"|"USA"|"3"|"13500"
"2024-05-28"|"AUS"|"1"|"1500"
"2024-05-28"|"BRA"|"1"|"20000"
"2024-05-28"|"USA"|"3"|"13500"
"2024-05-28"|"AUS"|"1"|"1500"
"2024-05-28"|"BRA"|"1"|"20000"
"2024-05-29"|"USA"|"1"|"1500"
"2024-05-29"|"CHN"|"2"|"13000"
"2024-05-30"|"THA"|"1"|"800"
"2024-05-30"|"CHE"|"2"|"2000"
"2024-05-31"|"USA"|"1"|"1500"
"2024-05-31"|"MMR"|"1"|"5500"
"2024-05-31"|"CHN"|"1"|"3500"
"2024-05-31"|"GBR"|"2"|"8000"
"2024-05-31"|"DNK"|"1"|"1500"
"2024-06-01"|"GBR"|"1"|"1500"
"2024-06-02"|"TWN"|"1"|"20000"
"2024-06-02"|"USA"|"1"|"3500"
"2024-06-02"|"KOR"|"1"|"3000"
"2024-06-03"|"CAN"|"1"|"1000"
"2024-06-03"|"USA"|"1"|"2500"
"2024-06-03"|"GBR"|"2"|"13000"
"2024-06-03"|"ESP"|"3"|"3000"
"2024-06-06"|"NLD"|"1"|"2500"
"2024-06-06"|"MMR"|"1"|"20000"
"2024-06-06"|"USA"|"1"|"1000"
"2024-06-06"|"AUT"|"1"|"9500"
"2024-06-13"|"DEU"|"1"|"3000"
"2024-06-13"|"CHN"|"3"|"3000"
"2024-06-12"|"SGP"|"1"|"10500"
"2024-06-12"|"DEU"|"2"|"2000"
"2024-06-12"|"GBR"|"1"|"1000"
"2024-06-12"|"THA"|"1"|"800"
"2024-06-12"|"CHN"|"1"|"20000"
"2024-06-12"|"POL"|"1"|"1000"
"2024-06-12"|"ISR"|"1"|"1000"
"2024-06-12"|"CAN"|"1"|"20000"
"2024-06-11"|"USA"|"1"|"1000"
"2024-06-11"|"GBR"|"1"|"6000"
"2024-06-11"|"CHN"|"1"|"2500"
"2024-06-08"|"NLD"|"1"|"1000"
"2024-06-08"|"THA"|"1"|"800"
"2024-06-08"|"DEU"|"1"|"3000"
"2024-06-08"|"CHN"|"1"|"20000"
"2024-06-07"|"SGP"|"1"|"1000"
"2024-06-18"|"NLD"|"1"|"1000"
"2024-06-18"|"KOR"|"1"|"4000"
"2024-06-18"|"USA"|"1"|"1000"
"2024-06-16"|"NOR"|"1"|"14000"
"2024-06-16"|"CHN"|"1"|"20000"
"2024-06-16"|"MMR"|"1"|"1500"
"2024-06-16"|"USA"|"1"|"1000"
"2024-06-15"|"CHN"|"2"|"13000"
"2024-06-15"|"MMR"|"1"|"9500"
"2024-06-15"|"USA"|"1"|"5500"
"2024-06-14"|"MMR"|"1"|"11000"
"2024-06-14"|"ISR"|"2"|"2500"
"2024-06-14"|"GBR"|"1"|"2000"
"2024-06-14"|"FRA"|"1"|"1000"
"2024-06-04"|"CHN"|"2"|"23500"
"2024-06-04"|"FRA"|"1"|"1000"
"2024-06-05"|"USA"|"1"|"1000"
"2024-06-05"|"ISR"|"4"|"4000"
"2024-06-05"|"DEU"|"1"|"1500"
"2024-06-10"|"DEU"|"1"|"1000"
"2024-06-10"|"AUS"|"1"|"15500"
"2024-06-10"|"NZL"|"1"|"15500"
"2024-06-10"|"USA"|"1"|"1000"
"2024-06-10"|"IND"|"1"|"1000"
"2024-06-27"|"AUS"|"1"|"2000"
"2024-06-26"|"USA"|"1"|"2000"
"2024-06-25"|"CHN"|"3"|"21500"
"2024-06-25"|"DNK"|"1"|"1500"
"2024-06-25"|"DEU"|"1"|"1000"
"2024-06-24"|"GBR"|"4"|"17000"
"2024-06-24"|"IDN"|"1"|"2000"
"2024-06-23"|"MMR"|"1"|"3000"
"2024-06-23"|"GBR"|"3"|"23000"
"2024-06-23"|"EST"|"1"|"20000"
"2024-06-23"|"CHN"|"1"|"6500"
"2024-06-22"|"CHN"|"1"|"13500"
"2024-06-22"|"FRA"|"1"|"1500"
"2024-06-21"|"USA"|"1"|"20000"
"2024-06-21"|"IRL"|"2"|"3000"
"2024-06-21"|"PHL"|"2"|"2000"
"2024-06-21"|"CHN"|"2"|"8500"
"2024-06-20"|"VNM"|"3"|"60000"
"2024-06-20"|"IRL"|"2"|"4000"
"2024-06-20"|"MMR"|"1"|"20000"
"2024-06-20"|"USA"|"1"|"1000"
"2024-06-19"|"MMR"|"1"|"2000"
"2024-06-19"|"USA"|"1"|"1000"
"2024-06-19"|"FRA"|"1"|"1000"
"2024-06-19"|"AUS"|"1"|"1000"
"2024-06-29"|"CHN"|"1"|"3000"
"2024-06-29"|"GBR"|"1"|"1000"
"2024-06-29"|"FRA"|"1"|"1000"
"2024-06-30"|"AUT"|"1"|"1500"
"2024-06-30"|"NLD"|"1"|"1500"
"2024-06-30"|"MMR"|"2"|"21000"
"2024-06-28"|"CHN"|"1"|"5000"
"2024-06-28"|"USA"|"1"|"9500"
"2024-06-17"|"USA"|"1"|"1000"
"2024-06-17"|"NLD"|"1"|"1000"
"2024-07-01"|"DEU"|"1"|"20000"
"2024-07-01"|"USA"|"0"|"11000"
"2024-07-02"|"GBR"|"1"|"2000"
"2024-07-02"|"CHN"|"2"|"3000"
"2024-07-02"|"HKG"|"1"|"1500"
"2024-07-03"|"FRA"|"1"|"1500"
"2024-07-03"|"GBR"|"1"|"1500"
"2024-07-04"|"HUN"|"1"|"1500"
"2024-07-04"|"MMR"|"2"|"2000"
"2024-07-04"|"CAN"|"1"|"9500"
"2024-07-04"|"POL"|"2"|"3000"
"2024-07-05"|"USA"|"2"|"21000"
"2024-07-05"|"GBR"|"1"|"3000"
"2024-07-05"|"KOR"|"1"|"1000"
"2024-07-06"|"GBR"|"1"|"1500"
"2024-07-06"|"ESP"|"2"|"9000"
"2024-07-06"|"USA"|"1"|"1000"
"2024-07-06"|"CHN"|"1"|"1000"
"2024-07-07"|"CHN"|"1"|"20000"
"2024-07-07"|"USA"|"1"|"1000"
"2024-07-08"|"GBR"|"2"|"5000"
"2024-07-08"|"USA"|"1"|"6500"
"2024-07-08"|"MYS"|"1"|"20000"
"2024-07-09"|"FRA"|"1"|"1500"
"2024-07-10"|"USA"|"1"|"3000"
"2024-07-11"|"HKG"|"1"|"5000"
"2024-07-11"|"CHN"|"1"|"20000"
"2024-07-12"|"TWN"|"2"|"4000"
"2024-07-12"|"ESP"|"1"|"1000"
"2024-07-12"|"MMR"|"1"|"3000"
"2024-07-13"|"CAN"|"1"|"20000"
"2024-07-13"|"MMR"|"1"|"1000"
"2024-07-13"|"FIN"|"2"|"7000"
"2024-07-14"|"TWN"|"1"|"1000"
"2024-07-14"|"USA"|"1"|"1000"
"2024-07-14"|"AUS"|"1"|"5000"
"2024-07-14"|"GBR"|"1"|"1000"
"2024-07-14"|"CHN"|"2"|"4500"
"2024-07-14"|"NLD"|"1"|"2000"
"2024-07-15"|"CHN"|"1"|"1500"
"2024-07-15"|"USA"|"1"|"1500"
"2024-07-16"|"TWN"|"2"|"4000"
"2024-07-16"|"CAN"|"1"|"20000"
"2024-07-16"|"DEU"|"1"|"1500"
"2024-07-16"|"CHN"|"1"|"1000"
"2024-07-16"|"USA"|"1"|"1500"
"2024-07-17"|"CHN"|"2"|"2500"
"2024-07-17"|"GBR"|"1"|"2000"
"2024-07-22"|"USA"|"1"|"1000"
"2024-07-22"|"MMR"|"1"|"1000"
"2024-07-20"|"USA"|"1"|"2500"
"2024-07-20"|"MMR"|"1"|"1500"
"2024-07-20"|"AUS"|"1"|"1000"
"2024-07-20"|"FRA"|"1"|"1000"
"2024-07-20"|"GBR"|"1"|"10000"
"2024-07-20"|"USA"|"1"|"2500"
"2024-07-20"|"MMR"|"1"|"1500"
"2024-07-20"|"AUS"|"1"|"1000"
"2024-07-20"|"FRA"|"1"|"1000"
"2024-07-20"|"GBR"|"1"|"10000"
"2024-07-20"|"USA"|"1"|"2500"
"2024-07-20"|"MMR"|"1"|"1500"
"2024-07-20"|"AUS"|"1"|"1000"
"2024-07-20"|"FRA"|"1"|"1000"
"2024-07-20"|"GBR"|"1"|"10000"
"2024-07-19"|"CHN"|"2"|"4000"
"2024-07-19"|"DEU"|"1"|"3000"
"2024-07-19"|"USA"|"2"|"2500"
"2024-07-18"|"CHN"|"1"|"20000"
"2024-07-18"|"AUS"|"1"|"1000"
"2024-07-18"|"GBR"|"1"|"1500"
"2024-07-29"|"USA"|"3"|"24500"
"2024-07-29"|"MMR"|"1"|"20000"
"2024-07-29"|"AUS"|"1"|"1000"
"2024-07-28"|"ISR"|"1"|"1000"
"2024-07-28"|"GBR"|"1"|"3500"
"2024-07-28"|"CHN"|"2"|"21000"
"2024-07-26"|"ISR"|"2"|"2000"
"2024-07-26"|"USA"|"1"|"1500"
"2024-07-25"|"AUS"|"1"|"15000"
"2024-07-25"|"USA"|"1"|"1000"
"2024-07-24"|"AUS"|"2"|"20000"
"2024-07-24"|"TWN"|"2"|"2000"
"2024-07-24"|"FRA"|"1"|"2000"
"2024-07-24"|"NZL"|"1"|"1000"
"2024-07-30"|"CHN"|"4"|"20000"
"2024-07-30"|"JPN"|"1"|"2500"
"2024-07-30"|"USA"|"1"|"6000"
"2024-07-27"|"USA"|"1"|"1000"
"2024-07-31"|"CHN"|"2"|"4000"
"2024-07-31"|"AUS"|"1"|"1000"
"2024-08-04"|"GBR"|"2"|"2000"
"2024-08-03"|"USA"|"2"|"21000"
"2024-08-03"|"TWN"|"4"|"15000"
"2024-08-03"|"ESP"|"1"|"2000"
"2024-08-03"|"CHN"|"4"|"43000"
"2024-08-03"|"PHL"|"1"|"1500"
"2024-08-03"|"CAN"|"1"|"1500"
"2024-08-02"|"USA"|"2"|"10000"
"2024-08-02"|"CHN"|"2"|"2000"
"2024-08-02"|"AUS"|"1"|"2500"
"2024-08-02"|"TWN"|"1"|"1000"
"2024-08-06"|"DEU"|"2"|"40000"
"2024-08-06"|"USA"|"3"|"5000"
"2024-08-06"|"AUS"|"1"|"11500"
"2024-08-06"|"CHN"|"3"|"24000"
"2024-08-07"|"CHN"|"3"|"4000"
"2024-08-07"|"AUS"|"2"|"3500"
"2024-08-07"|"CHE"|"1"|"1500"
"2024-08-07"|"MMR"|"1"|"20000"
"2024-08-08"|"MMR"|"2"|"12000"
"2024-08-08"|"CHN"|"4"|"36000"
"2024-08-08"|"AUS"|"1"|"1000"
"2024-08-09"|"CHN"|"3"|"5500"
"2024-08-10"|"USA"|"1"|"8500"
"2024-08-10"|"THA"|"1"|"800"
"2024-08-10"|"CHN"|"3"|"3000"
"2024-08-11"|"CHN"|"4"|"35500"
"2024-08-11"|"FRA"|"2"|"5000"
"2024-08-11"|"JPN"|"1"|"3000"
"2024-08-12"|"CHN"|"1"|"1000"
"2024-08-13"|"AUT"|"1"|"500"
"2024-08-14"|"USA"|"3"|"14000"
"2024-08-14"|"CHN"|"2"|"16000"
"2024-08-14"|"MMR"|"1"|"10500"
"2024-08-14"|"TWN"|"1"|"7000"
"2024-08-14"|"FRA"|"1"|"1000"
"2024-08-15"|"CHN"|"3"|"25000"
"2024-08-15"|"USA"|"1"|"1500"
"2024-08-16"|"USA"|"2"|"10000"
"2024-08-16"|"TWN"|"1"|"2000"
"2024-08-16"|"AUS"|"1"|"1000"
"2024-08-16"|"IRL"|"2"|"7000"
"2024-08-17"|"TWN"|"1"|"3500"
"2024-08-17"|"MMR"|"1"|"5500"
"2024-08-17"|"PHL"|"1"|"5000"
"2024-08-17"|"USA"|"1"|"5000"
"2024-08-17"|"CHN"|"1"|"2500"
"2024-08-18"|"FRA"|"1"|"6000"
"2024-08-01"|"AUS"|"1"|"1000"
"2024-08-01"|"JPN"|"1"|"2500"
"2024-08-01"|"BEL"|"1"|"1500"
"2024-08-01"|"MMR"|"1"|"8000"
"2024-08-01"|"ROU"|"1"|"3000"
"2024-08-01"|"CHN"|"5"|"11500"
"2024-08-27"|"AUS"|"1"|"14500"
"2024-08-26"|"CHN"|"1"|"20000"
