"วันที่"|"สัญชาติ"|"จำนวน"|"ค่าปรับ"
"2023-05-06"|"CHN"|"2"|"3000"
"2023-05-06"|"CAN"|"1"|"2500"
"2023-05-06"|"NLD"|"1"|"1000"
"2023-05-06"|"FIN"|"1"|"4000"
"2023-05-06"|"HKG"|"1"|"2000"
"2023-05-06"|"RUS"|"1"|"1000"
"2023-05-05"|"KOR"|"1"|"3500"
"2023-05-05"|"USA"|"1"|"1000"
"2023-05-05"|"CHN"|"1"|"1000"
"2023-05-05"|"MMR"|"1"|"9000"
"2023-05-05"|"GBR"|"1"|"1000"
"2023-05-04"|"FRA"|"1"|"1000"
"2023-05-04"|"GBR"|"2"|"2000"
"2023-05-02"|"TWN"|"1"|"1000"
"2023-05-02"|"USA"|"2"|"6000"
"2023-05-02"|"AUS"|"1"|"1000"
"2023-05-01"|"GBR"|"1"|"1500"
"2023-05-03"|"AUS"|"1"|"1500"
"2023-05-03"|"DEU"|"1"|"1500"
"2023-05-03"|"TWN"|"1"|"4500"
"2023-05-11"|"GBR"|"2"|"7000"
"2023-05-11"|"AUS"|"1"|"5000"
"2023-05-11"|"USA"|"1"|"5500"
"2023-05-11"|"CHN"|"1"|"1000"
"2023-05-11"|"SWE"|"1"|"3000"
"2023-05-10"|"CHN"|"3"|"41000"
"2023-05-10"|"GBR"|"2"|"6500"
"2023-05-10"|"USA"|"2"|"25000"
"2023-05-10"|"BEL"|"1"|"1000"
"2023-05-10"|"ESP"|"1"|"1000"
"2023-05-09"|"CHN"|"5"|"15500"
"2023-05-09"|"USA"|"1"|"3500"
"2023-05-09"|"FRA"|"1"|"3500"
"2023-05-08"|"SGP"|"1"|"1000"
"2023-05-08"|"CHN"|"3"|"5000"
"2023-05-08"|"GBR"|"1"|"2000"
"2023-05-08"|"CAN"|"1"|"2500"
"2023-05-08"|"DEU"|"1"|"1000"
"2023-05-12"|"CHN"|"3"|"39000"
"2023-05-12"|"USA"|"1"|"2000"
"2023-05-12"|"CHE"|"1"|"13000"
"2023-05-12"|"IRL"|"1"|"1000"
"2023-05-12"|"CAN"|"1"|"1000"
"2023-05-13"|"GBR"|"1"|"1500"
"2023-05-13"|"TUR"|"1"|"16000"
"2023-05-13"|"NLD"|"1"|"4500"
"2023-05-13"|"CHN"|"1"|"2000"
"2023-05-13"|"USA"|"1"|"9500"
"2023-05-13"|"IND"|"1"|"1500"
"2023-05-14"|"USA"|"2"|"21000"
"2023-05-14"|"KOR"|"1"|"20000"
"2023-05-14"|"CHN"|"1"|"5000"
"2023-05-14"|"MMR"|"1"|"4500"
"2023-05-14"|"CAN"|"1"|"3000"
"2023-05-14"|"GBR"|"1"|"1500"
"2023-05-14"|"JPN"|"1"|"1500"
"2023-05-15"|"USA"|"1"|"1500"
"2023-05-15"|"GBR"|"1"|"1000"
"2023-05-15"|"MMR"|"2"|"8000"
"2023-05-16"|"USA"|"2"|"23000"
"2023-05-16"|"CHN"|"1"|"20000"
"2023-05-16"|"MYS"|"1"|"1000"
"2023-05-16"|"CHE"|"1"|"1000"
"2023-05-16"|"GBR"|"2"|"4000"
"2023-05-18"|"CHN"|"2"|"9000"
"2023-05-18"|"ITA"|"1"|"3500"
"2023-05-18"|"USA"|"2"|"16000"
"2023-05-22"|"CHN"|"3"|"60000"
"2023-05-22"|"TWN"|"1"|"2000"
"2023-05-21"|"FRA"|"1"|"1000"
"2023-05-21"|"GBR"|"1"|"1000"
"2023-05-21"|"CHN"|"1"|"13500"
"2023-05-21"|"AUS"|"2"|"14000"
"2023-05-21"|"USA"|"1"|"1000"
"2023-05-20"|"CHN"|"1"|"1000"
"2023-05-20"|"IND"|"1"|"3500"
"2023-05-19"|"TWN"|"1"|"1000"
"2023-05-19"|"AUS"|"1"|"2500"
"2023-05-19"|"HKG"|"2"|"5000"
"2023-05-19"|"USA"|"1"|"1500"
"2023-05-17"|"GBR"|"3"|"16000"
"2023-05-17"|"USA"|"2"|"4500"
"2023-05-17"|"MMR"|"1"|"2500"
"2023-05-17"|"TWN"|"1"|"1000"
"2023-05-17"|"CAN"|"1"|"3000"
"2023-05-24"|"CHN"|"2"|"7500"
"2023-05-24"|"IRL"|"2"|"3000"
"2023-05-24"|"GBR"|"2"|"9500"
"2023-05-24"|"USA"|"1"|"4500"
"2023-05-24"|"NZL"|"1"|"1000"
"2023-05-24"|"MEX"|"1"|"5500"
"2023-05-24"|"DEU"|"1"|"8500"
"2023-05-25"|"USA"|"2"|"12000"
"2023-05-25"|"IND"|"2"|"2000"
"2023-05-25"|"ISR"|"1"|"2500"
"2023-05-25"|"JPN"|"1"|"1000"
"2023-05-25"|"CAN"|"1"|"4500"
"2023-05-26"|"CAN"|"1"|"10000"
"2023-05-26"|"CHN"|"3"|"23000"
"2023-05-27"|"GBR"|"1"|"2500"
"2023-05-27"|"CHN"|"1"|"3500"
"2023-05-27"|"JPN"|"1"|"1000"
"2023-05-28"|"CHN"|"1"|"20000"
"2023-05-28"|"ITA"|"1"|"3000"
"2023-05-28"|"KHM"|"1"|"2500"
"2023-05-28"|"JPN"|"1"|"2000"
"2023-06-30"|"CHN"|"3"|"48000"
"2023-06-30"|"USA"|"1"|"1000"
"2023-06-30"|"GBR"|"1"|"1000"
"2023-06-30"|"IRL"|"1"|"1000"
"2023-06-30"|"FRA"|"1"|"4500"
"2023-05-31"|"TWN"|"1"|"9500"
"2023-05-31"|"DNK"|"1"|"1000"
"2023-05-31"|"GBR"|"1"|"1000"
"2023-05-31"|"MEX"|"1"|"15000"
"2023-05-31"|"CHN"|"1"|"1000"
"2023-06-01"|"GBR"|"3"|"12500"
"2023-06-01"|"CHN"|"2"|"40000"
"2023-06-01"|"USA"|"2"|"3000"
"2023-06-01"|"JPN"|"1"|"20000"
"2023-06-01"|"DNK"|"1"|"1000"
"2023-06-02"|"CHN"|"3"|"22000"
"2023-06-02"|"USA"|"1"|"20000"
"2023-06-02"|"GBR"|"2"|"14000"
"2023-06-02"|"LAO"|"1"|"1000"
"2023-06-03"|"AUS"|"4"|"4000"
"2023-06-03"|"PRT"|"1"|"1000"
"2023-06-03"|"FIN"|"1"|"1000"
"2023-06-03"|"USA"|"1"|"5000"
"2023-06-05"|"GBR"|"1"|"20000"
"2023-06-06"|"CHN"|"1"|"1000"
"2023-06-07"|"USA"|"1"|"3000"
"2023-06-08"|"THA"|"1"|"800"
"2023-06-08"|"GBR"|"1"|"1000"
"2023-06-08"|"CHN"|"1"|"13000"
"2023-06-09"|"CHN"|"9"|"46000"
"2023-06-09"|"GBR"|"1"|"1000"
"2023-06-09"|"KOR"|"2"|"3000"
"2023-06-11"|"CHN"|"5"|"51500"
"2023-06-11"|"ITA"|"1"|"6000"
"2023-06-11"|"AUS"|"1"|"3000"
"2023-06-11"|"CAN"|"1"|"8500"
"2023-06-12"|"JPN"|"1"|"6500"
"2023-06-12"|"CHN"|"1"|"20000"
"2023-06-12"|"USA"|"1"|"4000"
"2023-06-12"|"SWE"|"1"|"1000"
"2023-06-12"|"DEU"|"1"|"1000"
"2023-06-13"|"AUS"|"1"|"1500"
"2023-06-13"|"USA"|"1"|"1000"
"2023-06-13"|"FRA"|"1"|"1500"
"2023-06-14"|"TWN"|"1"|"1000"
"2023-06-14"|"CHN"|"1"|"20000"
"2023-06-14"|"NZL"|"2"|"3000"
"2023-06-14"|"GBR"|"3"|"7500"
"2023-06-14"|"HKG"|"2"|"10500"
"2023-06-14"|"DEU"|"1"|"1500"
"2023-06-15"|"USA"|"1"|"20000"
"2023-06-15"|"CAN"|"1"|"2000"
"2023-06-15"|"GBR"|"1"|"500"
"2023-06-15"|"CHN"|"2"|"7000"
"2023-06-17"|"CHN"|"2"|"3500"
"2023-06-17"|"USA"|"1"|"1500"
"2023-06-17"|"DEU"|"1"|"15000"
"2023-06-17"|"FRA"|"1"|"1500"
"2023-06-19"|"ROU"|"1"|"8000"
"2023-06-19"|"CHN"|"1"|"2000"
"2023-06-19"|"USA"|"1"|"1500"
"2023-06-20"|"TWN"|"2"|"13000"
"2023-06-20"|"CAN"|"2"|"2000"
"2023-06-20"|"SWE"|"1"|"17000"
"2023-06-20"|"CHN"|"1"|"1500"
"2023-06-20"|"USA"|"1"|"1500"
"2023-06-21"|"USA"|"2"|"2000"
"2023-06-23"|"USA"|"1"|"1500"
"2023-06-23"|"CAN"|"1"|"20000"
"2023-06-23"|"MEX"|"1"|"1000"
"2023-06-23"|"MMR"|"1"|"1500"
"2023-06-24"|"GBR"|"2"|"10500"
"2023-06-24"|"USA"|"1"|"13500"
"2023-06-24"|"SGP"|"1"|"1500"
"2023-06-25"|"SGP"|"3"|"3000"
"2023-06-25"|"AUS"|"1"|"1000"
"2023-06-25"|"ESP"|"1"|"1000"
"2023-06-25"|"CAN"|"1"|"2000"
"2023-06-25"|"PAK"|"1"|"5000"
"2023-06-04"|"CHN"|"1"|"20000"
"2023-06-04"|"DEU"|"1"|"3500"
"2023-06-04"|"ISR"|"2"|"2000"
"2023-06-04"|"CHE"|"1"|"1000"
"2023-06-04"|"IRL"|"1"|"1500"
"2023-06-04"|"MMR"|"2"|"2500"
"2023-06-10"|"SGP"|"2"|"9000"
"2023-06-10"|"DEU"|"1"|"1000"
"2023-06-10"|"CHN"|"1"|"7500"
"2023-06-16"|"USA"|"2"|"6000"
"2023-06-16"|"AUS"|"1"|"1500"
"2023-06-16"|"CHN"|"1"|"4000"
"2023-06-16"|"MMR"|"1"|"1500"
"2023-06-22"|"MMR"|"2"|"3000"
"2023-06-22"|"HKG"|"1"|"1500"
"2023-06-22"|"CHN"|"2"|"40000"
"2023-06-22"|"PHL"|"1"|"4000"
"2023-06-28"|"GBR"|"2"|"3000"
"2023-06-28"|"CHN"|"2"|"21000"
"2023-06-28"|"IND"|"1"|"1500"
"2023-06-28"|"BEL"|"1"|"2000"
"2023-06-28"|"FRA"|"1"|"2000"
"2023-06-29"|"UKR"|"1"|"1000"
"2023-06-29"|"CHE"|"1"|"2500"
"2023-06-29"|"CHN"|"1"|"1000"
"2023-06-29"|"MYS"|"2"|"13000"
"2023-06-27"|"AUS"|"4"|"7500"
"2023-06-27"|"MNG"|"1"|"20000"
"2023-06-27"|"USA"|"1"|"1000"
"2023-06-26"|"CHN"|"2"|"2000"
"2023-06-26"|"GBR"|"2"|"3000"
"2023-06-26"|"USA"|"1"|"1500"
"2023-06-26"|"FRA"|"1"|"1000"
"2023-06-30"|"CHN"|"4"|"5500"
"2023-06-30"|"USA"|"3"|"7000"
"2023-06-30"|"BEL"|"1"|"3000"
"2023-06-30"|"GBR"|"1"|"1500"
"2023-06-30"|"CAN"|"1"|"1500"
"2023-06-30"|"MMR"|"1"|"4000"
"2023-06-30"|"LAO"|"1"|"2000"
"2023-07-09"|"GBR"|"1"|"7000"
"2023-07-09"|"USA"|"1"|"1000"
"2023-07-09"|"DEU"|"1"|"14500"
"2023-07-07"|"TWN"|"2"|"2000"
"2023-07-07"|"GBR"|"2"|"23000"
"2023-07-07"|"CHN"|"1"|"20000"
"2023-07-07"|"CAN"|"1"|"6000"
"2023-07-06"|"SGP"|"1"|"1500"
"2023-07-03"|"GBR"|"1"|"3500"
"2023-07-02"|"NLD"|"1"|"3500"
"2023-07-02"|"FRA"|"1"|"13000"
"2023-07-02"|"MMR"|"2"|"9500"
"2023-07-02"|"USA"|"1"|"1500"
"2023-07-01"|"USA"|"2"|"21000"
"2023-07-01"|"USA"|"2"|"21000"
"2023-07-02"|"NLD"|"1"|"3500"
"2023-07-02"|"FRA"|"1"|"13000"
"2023-07-02"|"MMR"|"2"|"9500"
"2023-07-02"|"USA"|"1"|"1500"
"2023-07-03"|"GBR"|"1"|"3500"
"2023-07-06"|"SGP"|"1"|"1500"
"2023-07-07"|"TWN"|"2"|"2000"
"2023-07-07"|"GBR"|"2"|"23000"
"2023-07-07"|"CHN"|"1"|"20000"
"2023-07-07"|"CAN"|"1"|"6000"
"2023-07-11"|"AUS"|"2"|"3000"
"2023-07-11"|"CHN"|"5"|"14000"
"2023-07-11"|"TWN"|"1"|"1500"
"2023-07-11"|"USA"|"1"|"20000"
"2023-07-11"|"SWE"|"1"|"3000"
"2023-07-12"|"USA"|"2"|"36000"
"2023-07-12"|"MMR"|"1"|"15500"
"2023-07-12"|"CHN"|"1"|"20000"
"2023-07-12"|"JPN"|"1"|"20000"
"2023-07-13"|"USA"|"3"|"4500"
"2023-07-13"|"CHN"|"2"|"6000"
"2023-07-13"|"LTU"|"1"|"6000"
"2023-07-13"|"IRL"|"1"|"1000"
"2023-07-17"|"USA"|"1"|"1500"
"2023-07-14"|"CHN"|"3"|"14000"
"2023-07-14"|"IRL"|"1"|"3500"
"2023-07-15"|"CHN"|"2"|"19000"
"2023-07-04"|"CHN"|"1"|"3500"
"2023-07-04"|"IND"|"1"|"1500"
"2023-07-10"|"ISR"|"1"|"3500"
"2023-07-10"|"CAN"|"1"|"1500"
"2023-07-16"|"SGP"|"1"|"4500"
"2023-07-16"|"MMR"|"1"|"1500"
"2023-07-16"|"IND"|"1"|"2000"
"2023-07-18"|"GBR"|"2"|"8500"
"2023-07-18"|"CHN"|"1"|"1500"
"2023-07-18"|"AUT"|"1"|"1500"
"2023-07-18"|"IRL"|"1"|"3500"
"2023-07-19"|"CHN"|"6"|"30000"
"2023-07-19"|"IRL"|"1"|"1000"
"2023-07-19"|"VNM"|"1"|"1000"
"2023-07-20"|"USA"|"1"|"1000"
"2023-07-20"|"GBR"|"2"|"5000"
"2023-07-20"|"NZL"|"2"|"13000"
"2023-07-20"|"CHN"|"1"|"20000"
"2023-07-21"|"CHN"|"5"|"20000"
"2023-07-21"|"USA"|"1"|"11500"
"2023-07-21"|"CAN"|"1"|"2500"
"2023-07-21"|"DEU"|"1"|"2000"
"2023-07-21"|"NLD"|"1"|"1500"
"2023-07-23"|"USA"|"2"|"2000"
"2023-07-23"|"DEU"|"1"|"7500"
"2023-07-23"|"MMR"|"1"|"2500"
"2023-07-24"|"GBR"|"1"|"1500"
"2023-07-24"|"CHN"|"4"|"42000"
"2023-07-24"|"TWN"|"1"|"20000"
"2023-07-24"|"USA"|"1"|"1000"
"2023-07-25"|"CHN"|"4"|"23000"
"2023-07-25"|"GBR"|"1"|"10500"
"2023-07-25"|"USA"|"1"|"1000"
"2023-07-26"|"SGP"|"1"|"20000"
"2023-07-22"|"CHN"|"3"|"4500"
"2023-07-22"|"NOR"|"1"|"1500"
"2023-07-22"|"DEU"|"1"|"1000"
"2023-07-22"|"PRT"|"1"|"1000"
"2023-07-27"|"CHN"|"3"|"3000"
"2023-07-28"|"GBR"|"1"|"1000"
"2023-07-28"|"KOR"|"1"|"1000"
"2023-07-28"|"USA"|"1"|"4500"
"2023-07-28"|"CHN"|"1"|"3500"
"2023-07-29"|"ITA"|"1"|"1500"
"2023-07-29"|"CHN"|"1"|"3500"
"2023-07-29"|"USA"|"2"|"4000"
"2023-07-30"|"GBR"|"3"|"4000"
"2023-07-30"|"CHN"|"1"|"1000"
"2023-07-30"|"DNK"|"1"|"1000"
"2023-07-30"|"AUS"|"1"|"9000"
"2023-07-31"|"USA"|"2"|"24500"
"2023-07-31"|"CHN"|"2"|"7000"
"2023-07-31"|"GBR"|"1"|"2000"
"2023-07-31"|"RUS"|"1"|"1000"
"2023-08-10"|"CHN"|"2"|"4500"
"2023-08-10"|"AUS"|"2"|"5000"
"2023-08-10"|"IRL"|"1"|"4500"
"2023-08-10"|"KOR"|"1"|"20000"
"2023-08-10"|"USA"|"2"|"4000"
"2023-08-08"|"CHN"|"2"|"5500"
"2023-08-08"|"USA"|"1"|"1500"
"2023-08-07"|"USA"|"2"|"9000"
"2023-08-07"|"CAN"|"2"|"8000"
"2023-08-07"|"GBR"|"1"|"1500"
"2023-08-07"|"MMR"|"1"|"1500"
"2023-08-07"|"IRL"|"1"|"1000"
"2023-08-07"|"ZAF"|"1"|"7000"
"2023-08-07"|"KOR"|"1"|"5500"
"2023-08-06"|"ISR"|"1"|"1000"
"2023-08-05"|"GBR"|"1"|"1000"
"2023-08-05"|"USA"|"1"|"1000"
"2023-08-05"|"IRL"|"1"|"3000"
"2023-08-05"|"CHN"|"2"|"5000"
"2023-08-04"|"MMR"|"3"|"6000"
"2023-08-04"|"CHN"|"4"|"5000"
"2023-08-04"|"USA"|"5"|"5000"
"2023-08-04"|"AUS"|"1"|"1500"
"2023-08-02"|"CHN"|"1"|"1500"
"2023-08-02"|"MYS"|"1"|"1000"
"2023-08-01"|"CHN"|"3"|"10500"
"2023-08-01"|"NLD"|"2"|"4000"
"2023-08-01"|"USA"|"4"|"48500"
"2023-08-16"|"DEU"|"1"|"1500"
"2023-08-14"|"USA"|"1"|"1000"
"2023-08-13"|"AUS"|"1"|"1000"
"2023-08-13"|"CHN"|"1"|"1000"
"2023-08-13"|"MEX"|"1"|"8000"
"2023-08-13"|"HKG"|"1"|"1000"
"2023-08-13"|"KOR"|"1"|"5500"
"2023-08-12"|"USA"|"1"|"11000"
"2023-08-12"|"CHN"|"2"|"5000"
"2023-08-01"|"CHN"|"3"|"10500"
"2023-08-01"|"NLD"|"2"|"4000"
"2023-08-01"|"USA"|"4"|"48500"
"2023-08-02"|"CHN"|"1"|"1500"
"2023-08-02"|"MYS"|"1"|"1000"
"2023-08-04"|"MMR"|"3"|"6000"
"2023-08-04"|"CHN"|"4"|"5000"
"2023-08-04"|"USA"|"5"|"5000"
"2023-08-04"|"AUS"|"1"|"1500"
"2023-08-05"|"GBR"|"1"|"1000"
"2023-08-05"|"USA"|"1"|"1000"
"2023-08-05"|"IRL"|"1"|"3000"
"2023-08-05"|"CHN"|"2"|"5000"
"2023-08-06"|"ISR"|"1"|"1000"
"2023-08-07"|"USA"|"2"|"9000"
"2023-08-07"|"CAN"|"2"|"8000"
"2023-08-07"|"GBR"|"1"|"1500"
"2023-08-07"|"MMR"|"1"|"1500"
"2023-08-07"|"IRL"|"1"|"1000"
"2023-08-07"|"ZAF"|"1"|"7000"
"2023-08-07"|"KOR"|"1"|"5500"
"2023-08-08"|"CHN"|"2"|"5500"
"2023-08-08"|"USA"|"1"|"1500"
"2023-08-10"|"AUS"|"2"|"5000"
"2023-08-10"|"IRL"|"1"|"4500"
"2023-08-10"|"CHN"|"2"|"4500"
"2023-08-10"|"KOR"|"1"|"20000"
"2023-08-10"|"USA"|"2"|"4000"
"2023-08-11"|"GBR"|"2"|"15000"
"2023-08-11"|"CHN"|"2"|"21000"
"2023-08-11"|"IRL"|"3"|"11000"
"2023-08-12"|"USA"|"1"|"11000"
"2023-08-12"|"CHN"|"2"|"5000"
"2023-08-13"|"AUS"|"1"|"1000"
"2023-08-13"|"CHN"|"1"|"1000"
"2023-08-13"|"MEX"|"1"|"8000"
"2023-08-13"|"HKG"|"1"|"1000"
"2023-08-13"|"KOR"|"1"|"5500"
"2023-08-14"|"USA"|"1"|"1000"
"2023-08-16"|"DEU"|"1"|"1500"
"2023-08-17"|"SGP"|"1"|"1000"
"2023-08-18"|"AUS"|"2"|"4000"
"2023-08-18"|"GBR"|"1"|"2500"
"2023-08-18"|"CHN"|"1"|"3000"
"2023-08-19"|"CHN"|"5"|"31500"
"2023-08-19"|"GBR"|"1"|"3500"
"2023-08-19"|"NLD"|"1"|"5500"
"2023-08-19"|"CAN"|"1"|"8500"
"2023-08-19"|"SWE"|"1"|"17000"
"2023-08-19"|"USA"|"1"|"1500"
"2023-08-20"|"KOR"|"1"|"5000"
"2023-08-20"|"USA"|"1"|"5500"
"2023-08-20"|"VUT"|"1"|"20000"
"2023-08-20"|"CHE"|"2"|"6000"
"2023-08-20"|"MMR"|"2"|"21500"
"2023-08-03"|"GBR"|"1"|"1500"
"2023-08-03"|"MEX"|"1"|"4500"
"2023-08-03"|"CHN"|"1"|"1000"
"2023-08-03"|"PRT"|"1"|"1000"
"2023-08-03"|"AUS"|"1"|"11500"
"2023-08-03"|"USA"|"3"|"6500"
"2023-08-03"|"JPN"|"2"|"2000"
"2023-08-09"|"BGD"|"1"|"3000"
"2023-08-09"|"USA"|"1"|"4500"
"2023-08-09"|"CHN"|"1"|"20000"
"2023-08-15"|"CHN"|"3"|"5000"
"2023-08-15"|"USA"|"2"|"2500"
"2023-08-21"|"PHL"|"1"|"20000"
"2023-08-22"|"AUS"|"2"|"3500"
"2023-08-22"|"IRL"|"2"|"11000"
"2023-08-22"|"MYS"|"1"|"6500"
"2023-08-22"|"DEU"|"1"|"6500"
"2023-08-22"|"NLD"|"2"|"5000"
"2023-08-23"|"KOR"|"1"|"1500"
"2023-08-23"|"DEU"|"1"|"2000"
"2023-08-23"|"CHN"|"1"|"20000"
"2023-08-24"|"USA"|"1"|"15000"
"2023-08-24"|"GRC"|"1"|"1000"
"2023-08-25"|"DEU"|"1"|"2000"
"2023-08-25"|"CHN"|"1"|"20000"
"2023-08-25"|"MMR"|"2"|"10000"
"2023-08-25"|"JPN"|"1"|"1000"
"2023-08-26"|"CHN"|"1"|"9500"
"2023-08-26"|"IRL"|"1"|"1500"
"2023-08-26"|"TWN"|"1"|"1500"
"2023-08-26"|"NLD"|"1"|"13000"
"2023-08-26"|"CAN"|"1"|"1000"
"2023-08-26"|"GBR"|"1"|"1000"
"2023-08-26"|"HKG"|"1"|"1000"
"2023-08-24"|"USA"|"1"|"15000"
"2023-08-24"|"GRC"|"1"|"1000"
"2023-08-27"|"AUS"|"1"|"2000"
"2023-08-27"|"GBR"|"2"|"2000"
"2023-08-27"|"ZAF"|"1"|"10000"
"2023-08-27"|"MMR"|"2"|"2500"
"2023-08-27"|"USA"|"1"|"18000"
"2023-08-29"|"CHN"|"2"|"13500"
"2023-08-29"|"USA"|"1"|"1000"
"2023-08-29"|"JPN"|"1"|"1000"
"2023-08-29"|"CAN"|"1"|"1000"
"2023-08-30"|"CHN"|"3"|"35000"
"2023-08-30"|"THA"|"1"|"800"
"2023-08-30"|"MUS"|"1"|"1000"
"2023-08-31"|"MYS"|"1"|"1000"
"2023-08-31"|"TWN"|"1"|"1500"
"2023-08-31"|"KOR"|"1"|"7000"
"2023-08-31"|"SGP"|"1"|"1500"
"2023-08-31"|"CHN"|"5"|"5000"
"2023-08-31"|"CHN"|"1"|"1000"
"2023-09-04"|"NLD"|"1"|"3500"
"2023-09-04"|"ITA"|"1"|"1000"
"2023-09-02"|"CHN"|"2"|"2000"
"2023-09-02"|"CAN"|"1"|"3000"
"2023-09-01"|"IDN"|"1"|"3000"
"2023-09-01"|"AUS"|"1"|"1500"
"2023-09-13"|"CHN"|"2"|"21500"
"2023-09-13"|"AUS"|"2"|"22000"
"2023-09-13"|"MMR"|"1"|"1500"
"2023-09-13"|"USA"|"1"|"20000"
"2023-09-12"|"GBR"|"1"|"1500"
"2023-09-12"|"CHN"|"2"|"21500"
"2023-09-12"|"MEX"|"1"|"2500"
"2023-09-12"|"USA"|"3"|"31000"
"2023-09-11"|"CHN"|"2"|"7500"
"2023-09-11"|"HKG"|"1"|"1500"
"2023-09-11"|"DEU"|"1"|"2000"
"2023-09-11"|"PHL"|"1"|"4000"
"2023-09-10"|"HKG"|"1"|"1500"
"2023-09-10"|"CHN"|"2"|"21000"
"2023-09-10"|"AUS"|"1"|"1000"
"2023-09-09"|"CHN"|"1"|"20000"
"2023-09-09"|"NZL"|"2"|"2000"
"2023-09-09"|"AUS"|"1"|"1000"
"2023-09-07"|"GBR"|"2"|"6500"
"2023-09-06"|"FRA"|"1"|"20000"
"2023-09-06"|"CHN"|"3"|"25000"
"2023-09-05"|"USA"|"1"|"1000"
"2023-09-05"|"DNK"|"1"|"6000"
"2023-09-05"|"HKG"|"1"|"1000"
"2023-09-16"|"NZL"|"1"|"1000"
"2023-09-16"|"DEU"|"1"|"1500"
"2023-09-16"|"MYS"|"1"|"16500"
"2023-09-16"|"AUS"|"1"|"1000"
"2023-09-16"|"TWN"|"1"|"5000"
"2023-09-16"|"USA"|"1"|"3000"
"2023-09-16"|"KOR"|"2"|"5000"
"2023-09-17"|"USA"|"1"|"13500"
"2023-09-17"|"MMR"|"1"|"2000"
"2023-09-17"|"CHN"|"1"|"1000"
"2023-09-17"|"ISR"|"1"|"1000"
"2023-09-15"|"CHN"|"1"|"20000"
"2023-09-19"|"MYS"|"2"|"6000"
"2023-09-19"|"AUS"|"1"|"7500"
"2023-09-19"|"USA"|"1"|"2500"
"2023-09-19"|"JPN"|"1"|"1000"
"2023-09-19"|"CAN"|"1"|"1000"
"2023-09-21"|"AUS"|"2"|"6000"
"2023-09-21"|"ISR"|"1"|"3000"
"2023-09-21"|"USA"|"2"|"3000"
"2023-09-22"|"CHN"|"4"|"4000"
"2023-09-22"|"HKG"|"1"|"1000"
"2023-09-22"|"USA"|"1"|"4000"
"2023-09-22"|"PRT"|"2"|"4500"
"2023-09-23"|"USA"|"5"|"46000"
"2023-09-23"|"AUS"|"1"|"11000"
"2023-09-23"|"ITA"|"2"|"2000"
"2023-09-23"|"GBR"|"1"|"1000"
"2023-09-23"|"MYS"|"1"|"2000"
"2023-09-24"|"TWN"|"1"|"2500"
"2023-09-24"|"MMR"|"3"|"5000"
"2023-09-24"|"CHN"|"4"|"73000"
"2023-09-25"|"KOR"|"2"|"2000"
"2023-09-25"|"ISR"|"1"|"1000"
"2023-09-27"|"CAN"|"1"|"1500"
"2023-09-27"|"USA"|"1"|"3500"
"2023-09-27"|"GBR"|"1"|"20000"
"2023-09-27"|"NLD"|"1"|"1000"
"2023-09-27"|"CHN"|"3"|"30000"
"2023-09-08"|"AUS"|"1"|"1500"
"2023-09-08"|"FIN"|"1"|"1500"
"2023-09-14"|"USA"|"2"|"15000"
"2023-09-14"|"AUS"|"1"|"1000"
"2023-09-14"|"CHN"|"1"|"20000"
"2023-09-20"|"PHL"|"1"|"1500"
"2023-09-20"|"GBR"|"1"|"3000"
"2023-09-26"|"USA"|"2"|"7500"
"2023-09-26"|"FRA"|"1"|"7500"
"2023-09-26"|"CHN"|"2"|"3000"
"2023-09-26"|"ETH"|"1"|"2500"
"2023-09-28"|"AUS"|"1"|"1000"
"2023-09-28"|"CHN"|"1"|"2000"
"2023-09-28"|"FRA"|"1"|"1000"
"2023-09-28"|"USA"|"1"|"5000"
"2023-09-29"|"USA"|"1"|"3000"
"2023-09-29"|"GBR"|"1"|"3500"
"2023-09-30"|"AUS"|"1"|"2000"
"2023-09-30"|"JPN"|"1"|"1000"
"2023-09-30"|"GBR"|"1"|"1500"
"2023-10-03"|"USA"|"1"|"1500"
"2023-10-03"|"CHN"|"1"|"17000"
"2023-10-04"|"KOR"|"1"|"9500"
"2023-10-05"|"MEX"|"1"|"6000"
"2023-10-05"|"USA"|"1"|"1000"
"2023-10-05"|"CAN"|"1"|"13000"
"2023-10-06"|"ISR"|"1"|"1000"
"2023-10-06"|"IND"|"1"|"10500"
"2023-10-07"|"CHN"|"5"|"27000"
"2023-10-07"|"GBR"|"2"|"17500"
"2023-10-07"|"NLD"|"1"|"5000"
"2023-10-07"|"RUS"|"1"|"6500"
"2023-10-09"|"USA"|"2"|"30000"
"2023-10-10"|"TWN"|"1"|"3500"
"2023-10-10"|"AUS"|"2"|"10000"
"2023-10-10"|"USA"|"1"|"20000"
"2023-10-10"|"CHN"|"2"|"3000"
"2023-10-11"|"CHN"|"3"|"19000"
"2023-10-11"|"USA"|"2"|"6500"
"2023-10-12"|"FRA"|"1"|"1000"
"2023-10-12"|"CAN"|"2"|"4000"
"2023-10-13"|"USA"|"2"|"10000"
"2023-10-13"|"CAN"|"1"|"1000"
"2023-10-13"|"MMR"|"1"|"4000"
"2023-10-16"|"USA"|"1"|"1000"
"2023-10-16"|"KHM"|"1"|"1000"
"2023-10-16"|"KOR"|"1"|"1000"
"2023-10-16"|"GBR"|"1"|"1500"
"2023-10-16"|"AUS"|"1"|"5000"
"2023-10-17"|"AUS"|"1"|"2500"
